date,q_tilde,de,f_star
2009-03-31,0.026632204739089907,0.036699316381406284,-0.12002129093982189
2009-06-30,0.018006340739426058,-0.04574832718838601,0.0034913340662464875
2009-09-30,0.01095796933582198,-0.013920184199327293,0.011707047510629459
2009-12-31,4.7323457460865176e-05,-0.018650727050414533,0.03050754168764592
2010-03-31,-0.001788308135856928,-0.0009187089504116234,0.07445098220095758
2010-06-30,-0.0032258545373838373,0.005993338168131917,0.02673281304884774
2010-09-30,-0.002735418418555976,-0.0036883701356092,0.149866869792336
2010-12-31,-0.010102029162845656,0.008569612654287706,0.009822816061934227
2011-03-31,-0.012062033156035741,-0.0006014215720897683,0.014221445129803922
2011-06-30,-0.009572873336374048,0.010012020409319316,-0.02346019200981061
2011-09-30,-0.010312549781781054,-0.008393988587614804,0.032956684567152165
2011-12-31,-0.0028729325411780368,-0.0053522086052276464,0.04814250528221355
2012-03-31,-0.008108285578797074,-0.006119789063161699,0.13003939367852868
2012-06-30,-0.003894749983678678,-0.003589479131419099,0.031214805909737867
2012-09-30,-0.004235578799218057,-0.01789464658348177,0.06520899967291363
2012-12-31,-0.007905913637935882,-0.015281123094266042,0.05717472855372424
2013-03-31,-0.007833403164269545,-0.008861331556306059,0.09297654520737551
2013-06-30,0.0009247465992261601,0.025747456232929164,0.00419960531848369
2013-09-30,0.002637436379555834,0.03431611974680306,-0.07068502641971762
2013-12-31,0.0029159883381688102,-0.01336313309788511,-0.05472724750265014
2014-03-31,0.0032260086629414676,-0.005848889763475579,-0.06292991481857678
2014-06-30,0.004567127284966053,-0.022643024016284423,0.0029682331228646002
2014-09-30,0.001856070821738498,-0.007030162713817933,-0.045552956963377314
2014-12-31,0.002704350386014196,0.019755748541777036,-0.1596024307268029
2015-03-31,0.004548156526038965,0.024189598505959465,-0.14098772042661292
2015-06-30,0.003968485475533816,0.00970142094695894,-0.11420814369455774
2015-09-30,0.009238971100249304,0.005206665544391481,-0.12374296296985161
2015-12-31,0.0077460794531726065,0.019261466892835092,-0.07472402545810451
2016-03-31,0.006313378086338952,0.0255755054247669,-0.09696211776960262
2016-06-30,0.004839522446990063,-0.04877415266068311,-0.0018406274177667848
2016-09-30,0.0013102820278231143,-0.0005170876745541012,0.030805831755532857
2016-12-31,-0.0021941502983304742,0.012127155229573037,-0.012882748190406938
2017-03-31,-0.002518414841084606,-0.035040201084484676,0.02343997709721337
2017-06-30,0.00011295611892740328,-0.009215768998136637,0.010674701622434833
2017-09-30,-0.005375338851949964,-0.006427615189345884,0.06715086537897072
2017-12-31,-0.009516668822167096,-0.0009795586629997143,0.0023903857053495133
2018-03-31,-0.005952199975018161,-0.0038567370945204026,-0.009230635665591722
2018-06-30,0.00014302223604766853,0.003863522815592385,-0.0049460999311734515
2018-09-30,0.006007981842226347,0.007008475751357161,-0.0031289226970648955
2018-12-31,0.005915570805317444,0.015207385186084173,-0.01478394714822171
2019-03-31,0.005579677662164558,-0.01634675987029297,0.011274629801359176
2019-06-30,0.003362270935792139,-0.008048260943071662,0.003058141538170016
2019-09-30,0.0027006001238698034,-0.0025091528630095446,-0.00758358658023733
2019-12-31,0.004323667896133816,-0.004214024512310356,-4.4837730251785085e-05
2020-03-31,0.0021563637742633935,0.00029133530531672523,-0.033868796293066404
2020-06-30,0.002417233788156771,-0.004933890647048278,-0.03190031847385632
2020-09-30,-0.008768239057768946,0.019546154783134803,-0.03407781443180504
2020-12-31,-0.011763175243665753,0.002166284060399968,-0.04936729752400791
2021-03-31,-0.0138558469579997,0.002385939911844942,-0.17486629743851279
2021-06-30,-0.011800439001600495,0.023810001577052143,-0.09130131254233304
2021-09-30,-0.007233798503075471,0.05343941563105868,-0.12619963645877466
2021-12-31,-0.007443612224557842,-0.013780059186630335,-0.08739829702130139
2022-03-31,-0.0006170039133749856,-0.061873081468581594,-0.02450135448366201
2022-06-30,0.009480274345193499,-0.018943258929164274,-0.02643541989508328
2022-09-30,0.014889954964822033,0.035420969569488536,-0.042583226676202963
2022-12-31,0.009770903891187524,0.0003927525172423788,-0.01064168734636313
2023-03-31,0.006367610593960699,-0.01850371733880719,-0.013411733274898531
2023-06-30,0.006416072797245361,-0.028489591182740834,-0.00395163218954277
2023-09-30,0.00549395192045563,-0.0031648210278384884,-0.034875167962826824
2023-12-31,0.004123879625102334,0.032285406535933904,-0.032219792443171524
2024-03-31,0.004865607496790283,-0.00015036574185276337,-0.05090196236498034
2024-06-30,-0.0011657101953611588,0.0025239101495812227,-0.019579465204113924
2024-09-30,-0.003791198006947431,0.011158322354416628,-0.005214545101881223
2024-12-31,-0.004849052561691674,0.00800925857187916,-0.003441060067541313
2025-03-31,-0.0056398481394948794,-0.005890184504501123,-0.0011129813510052117
2025-06-30,-0.011296731114193761,-0.0016487855961445398,-0.0030524391397108172
